student_id,gender,year_of_study,department,sleep_time,wake_up_time,alarm_usage,morning_productivity,night_productivity,cleanliness_score,room_organization_level,noise_tolerance,study_noise_preference,fan_or_cooler_preference,study_habit,daily_study_hours,food_preference,exam_preparation_style,introvert_extrovert_score,social_frequency,relationship_status,smoking_drinking,workout,gaming,anime,room_stay_duration,career_interest,cult_sports,language
2697,female,2,CSE,1,10,1,4,6,5,0,10,silence,cooler,night_before,4,veg,early_planner,7,high,single,0,0,0,1,14,software,cultural,Telugu
2698,female,2,MNC,22,7,0,5,7,0,8,2,cafe_noise,cooler,night_before,5,veg,early_planner,2,low,committed,0,0,1,0,14,management,cultural,Telugu
2699,female,3,Others,1,8,1,4,10,6,10,7,cafe_noise,cooler,regular,3,non_veg,early_planner,10,medium,committed,1,0,1,0,12,robotics,cultural,Multilingual
2700,male,4,MNC,4,9,1,7,8,10,7,5,cafe_noise,cooler,exam_crammer,0,non_veg,early_planner,1,medium,committed,0,0,0,1,15,software,sports,Telugu
2701,female,1,Others,23,9,1,6,8,6,9,6,silence,cooler,night_before,3,veg,last_minute,8,medium,committed,0,0,0,0,10,robotics,none,Dont Care
2702,male,1,CSE,1,5,1,10,7,7,3,6,light_music,cooler,regular,2,veg,early_planner,3,high,single,0,1,0,0,13,management,both,English
2703,male,4,AI,1,6,0,0,6,9,0,8,light_music,cooler,night_before,2,non_veg,last_minute,9,medium,committed,0,0,0,0,20,ai_ml,none,Tamil
2704,male,3,AI,4,7,1,9,10,6,0,8,light_music,fan,exam_crammer,4,non_veg,early_planner,7,high,committed,0,0,0,0,14,mechanical,sports,English
2705,male,4,ECE,23,8,1,3,8,9,10,2,cafe_noise,fan,regular,7,non_veg,early_planner,8,high,committed,0,1,1,0,14,software,none,English
2706,female,1,EEE,1,9,1,0,8,7,4,8,silence,cooler,exam_crammer,3,non_veg,last_minute,7,low,single,0,0,0,0,11,electronics,sports,Hindi
2707,male,3,Civil,0,7,1,8,6,6,8,9,silence,fan,exam_crammer,2,veg,last_minute,6,high,single,1,0,0,1,11,ai_ml,sports,Tamil
2708,male,4,Civil,22,10,1,6,9,5,0,4,light_music,cooler,exam_crammer,0,veg,early_planner,1,high,single,1,0,0,1,10,civil,none,Dont Care
2709,male,3,ME,22,7,1,9,9,8,1,2,silence,fan,night_before,5,veg,group_study,2,high,single,0,1,0,0,12,electronics,cultural,English
2710,male,1,MNC,1,10,0,0,5,8,1,5,light_music,cooler,exam_crammer,1,non_veg,group_study,3,medium,single,0,0,0,1,21,software,both,Telugu
2711,male,2,ME,0,9,1,4,6,9,1,0,cafe_noise,fan,night_before,2,veg,early_planner,10,high,committed,0,1,0,1,9,robotics,cultural,Tamil
2712,male,2,ECE,0,9,1,3,9,6,0,5,silence,cooler,night_before,6,non_veg,group_study,6,medium,committed,0,1,0,0,13,ai_ml,cultural,Multilingual
2713,female,4,Metallurgy,0,8,0,3,10,3,10,6,light_music,fan,regular,6,veg,early_planner,7,high,single,0,0,1,0,14,electronics,sports,English
2714,female,3,ECE,0,7,0,10,10,2,2,5,silence,fan,exam_crammer,7,non_veg,early_planner,5,medium,single,0,0,0,0,14,mechanical,both,Telugu
2715,male,4,Metallurgy,1,8,1,6,9,0,1,9,light_music,cooler,exam_crammer,2,veg,early_planner,8,medium,single,0,0,0,0,14,electronics,sports,English
2716,male,3,CSE,0,8,1,5,9,1,6,2,light_music,fan,exam_crammer,2,veg,last_minute,8,low,single,0,0,0,0,17,civil,none,Tamil
2717,male,2,CSE,4,8,1,0,6,5,10,8,cafe_noise,cooler,regular,4,veg,early_planner,0,medium,single,0,1,1,0,16,ai_ml,cultural,Telugu
2718,male,4,MNC,4,8,0,9,7,8,3,5,silence,cooler,exam_crammer,2,non_veg,early_planner,4,high,committed,0,0,0,0,13,mechanical,none,Multilingual
2719,male,4,EEE,23,9,1,10,5,9,0,0,cafe_noise,cooler,regular,4,non_veg,last_minute,5,high,single,0,0,0,1,21,civil,cultural,Hindi
2720,female,1,ECE,1,7,0,2,8,0,1,3,light_music,fan,night_before,4,non_veg,group_study,9,medium,committed,1,0,1,1,16,software,cultural,Multilingual
2721,female,2,EEE,23,7,0,3,9,6,8,9,silence,cooler,night_before,3,veg,group_study,1,medium,committed,1,1,0,0,15,ai_ml,both,Multilingual
2722,male,4,Civil,2,6,1,7,10,0,7,2,cafe_noise,cooler,regular,4,veg,group_study,4,high,single,0,1,0,0,22,mechanical,none,Tamil
2723,male,1,EEE,22,7,0,10,10,1,9,0,cafe_noise,cooler,regular,4,non_veg,last_minute,8,medium,committed,0,0,0,0,17,electronics,sports,Dont Care
2724,female,1,Others,23,7,1,3,0,0,2,4,silence,fan,night_before,3,veg,last_minute,2,medium,committed,1,1,1,0,10,software,sports,Tamil
2725,female,1,Metallurgy,23,10,0,0,9,10,3,9,silence,cooler,regular,1,non_veg,group_study,8,high,committed,1,0,0,0,19,management,sports,Tamil
2726,female,2,EEE,3,10,0,4,8,9,6,6,cafe_noise,fan,night_before,4,veg,group_study,3,medium,single,1,0,0,1,19,robotics,none,Tamil
2727,female,3,Civil,3,7,0,5,6,3,6,8,silence,cooler,night_before,5,veg,last_minute,5,medium,committed,0,0,0,1,17,civil,sports,Multilingual
2728,male,1,Civil,2,8,0,0,7,1,3,0,cafe_noise,cooler,regular,2,veg,group_study,9,medium,single,0,0,0,0,14,mechanical,sports,Telugu
2729,female,3,AI,2,7,1,8,7,6,10,4,cafe_noise,cooler,night_before,5,veg,group_study,8,low,single,0,0,0,0,15,civil,none,Dont Care
2730,female,3,Others,23,5,1,2,10,6,6,3,silence,cooler,exam_crammer,4,non_veg,last_minute,2,low,single,1,0,0,0,15,ai_ml,cultural,English
2731,male,1,Others,2,6,1,8,0,7,5,2,cafe_noise,fan,regular,2,non_veg,group_study,8,low,committed,1,1,0,0,11,civil,none,Tamil
2732,female,2,Others,22,9,1,4,10,8,6,0,light_music,fan,exam_crammer,3,non_veg,early_planner,9,high,committed,0,1,1,1,9,robotics,cultural,English
2733,male,3,MNC,0,5,1,1,8,10,1,4,silence,cooler,regular,2,veg,last_minute,6,medium,single,0,1,1,1,17,mechanical,sports,Hindi
2734,female,1,MNC,2,6,0,2,1,9,10,4,silence,fan,exam_crammer,3,veg,last_minute,0,medium,single,0,0,1,0,20,robotics,none,English
2735,male,3,MNC,4,10,1,6,10,4,2,4,cafe_noise,cooler,regular,4,veg,group_study,3,high,committed,0,0,0,0,19,electronics,sports,Multilingual
2736,male,1,ME,0,8,1,5,6,9,5,8,light_music,cooler,regular,4,veg,last_minute,6,low,single,0,0,0,0,12,electronics,sports,Tamil
2737,male,4,Metallurgy,0,10,1,7,8,10,7,8,silence,fan,regular,1,veg,early_planner,10,high,committed,0,1,1,1,15,management,both,Telugu
2738,female,3,ME,1,5,1,5,10,8,1,7,silence,cooler,exam_crammer,1,veg,last_minute,8,medium,committed,0,0,1,0,14,electronics,none,Telugu
2739,male,2,ME,1,10,0,0,3,2,9,0,silence,cooler,exam_crammer,3,veg,last_minute,1,high,single,0,0,0,0,8,software,both,Multilingual
2740,female,4,MNC,1,9,1,6,9,4,4,8,silence,cooler,exam_crammer,5,veg,early_planner,1,low,single,0,0,0,0,8,management,none,Hindi
2741,male,3,ECE,22,9,1,8,9,1,7,3,light_music,fan,regular,0,veg,group_study,1,high,single,0,1,1,0,12,software,cultural,Multilingual
2742,female,4,Others,0,8,1,7,7,7,7,3,silence,cooler,night_before,7,veg,group_study,8,medium,single,0,0,0,1,17,mechanical,cultural,English
2743,male,1,CSE,4,8,1,5,7,9,0,2,silence,cooler,exam_crammer,6,non_veg,group_study,2,medium,committed,0,0,1,1,10,mechanical,both,Dont Care
2744,male,3,Metallurgy,1,10,1,4,6,0,2,0,cafe_noise,cooler,regular,2,veg,group_study,6,high,single,0,0,1,0,14,mechanical,sports,Tamil
2745,female,1,ECE,3,5,1,4,10,0,7,0,cafe_noise,cooler,exam_crammer,4,non_veg,group_study,3,high,single,0,0,0,1,20,software,none,Dont Care
2746,male,1,Others,2,7,1,7,7,5,2,2,cafe_noise,cooler,night_before,2,non_veg,early_planner,6,low,single,0,0,0,0,8,electronics,none,Hindi
2747,female,4,MNC,0,7,1,9,8,5,7,3,cafe_noise,cooler,night_before,5,veg,early_planner,6,high,committed,0,1,0,1,12,robotics,sports,Tamil
2748,female,3,CSE,22,10,1,8,6,6,7,5,light_music,fan,exam_crammer,5,non_veg,group_study,5,high,committed,0,1,0,0,13,mechanical,cultural,Multilingual
2749,female,1,CSE,22,7,1,5,8,10,1,0,light_music,fan,night_before,4,non_veg,last_minute,2,medium,single,0,0,0,0,20,software,cultural,Dont Care
2750,male,3,ME,1,9,0,1,9,9,8,6,cafe_noise,cooler,regular,5,non_veg,last_minute,3,high,single,0,0,1,1,16,electronics,sports,English
2751,male,2,CSE,1,9,1,6,10,4,1,4,light_music,cooler,exam_crammer,0,veg,group_study,3,low,committed,1,0,0,0,19,civil,none,Multilingual
2752,female,4,Metallurgy,3,7,1,0,2,9,8,4,cafe_noise,cooler,exam_crammer,4,veg,early_planner,4,medium,single,0,0,0,1,19,electronics,cultural,Telugu
2753,male,4,Metallurgy,3,6,0,0,6,5,3,10,silence,cooler,exam_crammer,3,non_veg,last_minute,9,low,single,0,0,0,0,14,ai_ml,sports,Dont Care
2754,male,1,ME,3,7,1,5,10,1,8,6,cafe_noise,fan,exam_crammer,5,veg,early_planner,7,low,committed,0,1,0,1,11,software,sports,Telugu
2755,female,1,MNC,3,7,1,10,9,6,8,2,silence,fan,regular,4,non_veg,last_minute,8,medium,committed,0,0,0,0,11,electronics,both,Multilingual
2756,female,3,MNC,0,9,1,9,8,6,4,2,silence,cooler,exam_crammer,1,veg,last_minute,9,high,single,0,0,0,0,11,robotics,sports,Multilingual
2757,male,1,CSE,3,6,0,2,9,8,9,0,silence,cooler,night_before,3,non_veg,early_planner,6,high,single,0,0,0,0,14,electronics,cultural,Multilingual
2758,female,1,Civil,1,9,0,2,8,6,4,4,light_music,cooler,night_before,0,non_veg,group_study,6,low,committed,0,0,0,1,10,electronics,none,Telugu
2759,female,1,ECE,0,5,1,5,4,9,7,7,cafe_noise,fan,night_before,0,non_veg,group_study,2,high,single,1,0,1,0,20,electronics,sports,Hindi
2760,female,4,CSE,3,9,0,1,8,10,9,5,cafe_noise,fan,night_before,0,non_veg,group_study,1,high,committed,0,0,1,0,8,ai_ml,none,Telugu
2761,female,2,MNC,22,7,1,10,10,3,10,5,light_music,fan,exam_crammer,3,veg,early_planner,8,medium,committed,0,0,1,1,11,software,sports,Telugu
2762,male,3,EEE,1,7,1,0,7,5,10,4,light_music,cooler,regular,3,veg,early_planner,7,high,single,0,0,0,0,13,management,none,Multilingual
2763,male,2,EEE,3,7,1,1,8,3,6,8,silence,fan,exam_crammer,3,non_veg,early_planner,1,medium,committed,0,0,0,0,14,mechanical,none,English
2764,male,1,CSE,0,7,1,9,10,5,9,1,light_music,fan,exam_crammer,3,non_veg,last_minute,5,low,committed,0,0,0,1,11,robotics,both,Dont Care
2765,male,1,CSE,3,7,1,3,0,0,3,8,cafe_noise,fan,exam_crammer,2,non_veg,group_study,0,high,committed,0,0,0,1,17,mechanical,both,Dont Care
2766,male,1,Civil,23,10,1,4,10,7,0,3,silence,fan,regular,5,veg,group_study,1,high,single,0,0,1,0,13,robotics,none,Telugu
2767,male,2,Others,4,9,1,10,6,5,0,4,cafe_noise,cooler,exam_crammer,5,non_veg,group_study,1,low,single,0,0,1,0,15,mechanical,cultural,Hindi
2768,female,4,Civil,23,8,0,2,7,10,7,2,silence,fan,night_before,0,veg,last_minute,7,high,committed,0,0,1,1,13,management,both,Tamil
2769,female,3,ECE,0,9,1,0,7,10,10,9,silence,fan,regular,2,non_veg,last_minute,3,medium,committed,0,0,1,0,16,mechanical,cultural,Multilingual
2770,female,2,ECE,0,6,1,5,9,8,9,9,silence,cooler,regular,5,veg,group_study,3,high,committed,0,0,0,0,9,electronics,cultural,English
2771,female,2,EEE,22,9,1,9,6,7,7,6,cafe_noise,cooler,night_before,5,non_veg,last_minute,9,high,single,0,0,0,1,8,ai_ml,cultural,Tamil
2772,male,2,Metallurgy,1,7,1,4,6,5,4,4,cafe_noise,cooler,night_before,3,non_veg,early_planner,10,medium,single,0,0,0,0,17,mechanical,both,Tamil
2773,female,3,AI,3,8,1,3,8,7,10,2,cafe_noise,cooler,exam_crammer,9,veg,group_study,4,medium,single,0,0,0,0,13,robotics,none,Telugu
2774,male,2,EEE,0,7,1,1,9,3,0,6,cafe_noise,fan,night_before,5,non_veg,group_study,4,low,committed,0,0,1,0,9,electronics,both,Tamil
2775,female,1,Metallurgy,1,8,1,2,5,8,1,10,light_music,fan,exam_crammer,4,veg,group_study,0,medium,single,0,1,0,0,17,ai_ml,cultural,Telugu
2776,male,1,ME,0,7,1,8,10,9,2,9,light_music,fan,night_before,1,non_veg,last_minute,5,low,single,0,0,0,0,21,management,none,Multilingual
2777,female,4,Civil,22,10,0,10,7,6,5,0,light_music,fan,night_before,3,veg,early_planner,7,medium,single,0,0,0,0,10,management,cultural,English
2778,male,1,ME,23,7,0,5,8,6,2,4,light_music,cooler,night_before,1,veg,group_study,0,medium,committed,0,0,0,0,17,robotics,none,Dont Care
2779,female,1,Others,2,7,1,1,6,5,2,3,light_music,cooler,regular,2,veg,last_minute,1,high,single,0,0,0,0,14,robotics,none,Tamil
2780,male,2,Metallurgy,4,7,0,4,9,7,10,4,silence,cooler,exam_crammer,5,non_veg,last_minute,1,high,single,0,1,1,1,14,management,cultural,Telugu
2781,male,4,Civil,3,9,1,10,9,5,6,2,silence,cooler,night_before,3,veg,early_planner,0,high,committed,0,0,0,0,13,ai_ml,cultural,Tamil
2782,female,2,ECE,4,9,0,7,4,10,6,0,cafe_noise,cooler,regular,7,veg,group_study,0,medium,single,0,1,0,0,12,robotics,cultural,English
2783,female,1,ECE,3,10,1,8,6,4,5,2,light_music,fan,night_before,4,non_veg,group_study,8,low,committed,0,1,0,0,17,civil,cultural,Tamil
2784,female,4,EEE,1,10,1,2,6,2,10,4,cafe_noise,cooler,night_before,3,non_veg,group_study,9,low,single,0,1,1,1,16,robotics,none,Telugu
2785,female,3,CSE,22,7,1,7,7,0,8,7,cafe_noise,fan,night_before,8,veg,early_planner,7,low,committed,0,0,0,1,14,civil,cultural,Tamil
2786,female,3,Civil,1,9,1,4,2,0,7,7,light_music,fan,exam_crammer,2,non_veg,last_minute,3,high,single,0,1,1,0,14,ai_ml,cultural,Multilingual
2787,female,2,ME,1,7,0,3,6,1,3,10,silence,cooler,night_before,3,non_veg,early_planner,6,medium,committed,1,0,0,0,14,ai_ml,none,Tamil
2788,female,4,MNC,0,10,1,1,6,8,2,10,light_music,cooler,regular,5,non_veg,group_study,6,high,committed,0,0,1,0,17,civil,cultural,Telugu
2789,male,2,AI,2,10,1,9,10,6,1,1,silence,cooler,exam_crammer,3,veg,early_planner,6,low,single,0,1,0,0,18,mechanical,cultural,Hindi
2790,male,2,AI,2,10,1,6,4,3,10,6,cafe_noise,cooler,exam_crammer,4,veg,early_planner,4,high,single,0,0,1,0,22,electronics,cultural,Telugu
2791,female,4,Civil,2,8,1,3,2,1,4,7,cafe_noise,fan,night_before,5,veg,last_minute,6,high,committed,0,0,1,0,16,robotics,cultural,English
2792,male,3,MNC,23,7,1,2,9,6,2,2,cafe_noise,cooler,night_before,3,veg,group_study,2,medium,committed,1,0,0,1,14,robotics,sports,Multilingual
2793,female,3,CSE,4,7,1,4,7,3,6,2,light_music,cooler,night_before,4,non_veg,last_minute,7,high,single,0,0,1,1,10,ai_ml,cultural,English
2794,female,2,Civil,23,10,1,6,7,0,2,7,light_music,cooler,night_before,8,non_veg,early_planner,8,high,committed,0,0,0,1,11,electronics,cultural,Tamil
2795,male,3,ME,23,8,1,4,8,1,10,0,light_music,fan,exam_crammer,1,non_veg,group_study,8,medium,committed,0,0,1,1,13,management,cultural,Hindi
2796,female,4,Metallurgy,0,9,1,0,9,6,4,7,silence,cooler,regular,3,veg,early_planner,2,high,single,0,0,0,0,16,civil,none,Dont Care
2797,male,2,EEE,0,7,1,4,9,4,10,7,light_music,fan,exam_crammer,2,veg,early_planner,8,medium,single,0,0,1,1,11,software,sports,Telugu
2798,female,3,Civil,1,7,1,1,9,9,4,4,light_music,fan,night_before,5,non_veg,group_study,2,medium,single,0,0,0,1,13,electronics,cultural,Telugu
2799,male,4,MNC,0,7,1,4,7,2,8,10,cafe_noise,fan,night_before,6,veg,last_minute,2,medium,single,0,0,1,0,14,electronics,none,Hindi
2800,male,1,Civil,2,9,1,4,8,3,8,8,silence,fan,regular,3,non_veg,group_study,9,high,committed,0,0,1,1,18,civil,sports,English
2801,male,4,EEE,22,10,1,4,7,10,6,6,cafe_noise,fan,exam_crammer,3,veg,group_study,9,medium,committed,0,0,0,0,17,ai_ml,none,Hindi
2802,male,3,AI,1,10,0,1,7,7,3,5,cafe_noise,fan,night_before,5,non_veg,last_minute,4,medium,committed,0,0,0,0,10,management,none,Multilingual
2803,female,2,Others,22,9,1,2,7,10,10,3,cafe_noise,cooler,exam_crammer,2,non_veg,group_study,10,high,single,0,0,1,0,13,electronics,cultural,Multilingual
2804,male,1,AI,23,8,0,10,7,8,5,3,silence,fan,regular,4,non_veg,early_planner,1,high,committed,1,0,0,1,10,software,sports,Multilingual
2805,male,1,ECE,1,7,1,7,4,8,2,8,cafe_noise,cooler,regular,9,non_veg,last_minute,10,high,single,0,0,1,1,18,robotics,both,Multilingual
2806,female,4,ME,1,10,1,4,7,8,5,6,light_music,cooler,regular,4,non_veg,last_minute,7,medium,committed,0,1,1,0,9,software,both,English
2807,male,3,Civil,23,9,1,0,8,7,8,9,light_music,cooler,exam_crammer,4,non_veg,last_minute,6,high,committed,0,0,1,1,14,management,cultural,Dont Care
2808,male,2,Civil,1,7,1,7,9,10,6,7,cafe_noise,fan,night_before,3,non_veg,last_minute,0,high,single,0,0,1,0,11,civil,both,Multilingual
2809,male,3,Others,1,8,1,2,10,4,4,5,light_music,cooler,regular,1,veg,last_minute,2,high,committed,0,0,1,0,12,management,cultural,Dont Care
2810,female,2,AI,4,7,1,0,0,4,10,3,silence,fan,exam_crammer,1,non_veg,early_planner,5,low,single,0,0,1,0,13,mechanical,sports,Telugu
2811,female,2,CSE,0,10,1,0,3,10,0,9,light_music,fan,night_before,7,non_veg,last_minute,5,low,single,0,0,1,1,17,robotics,none,Multilingual
2812,female,2,MNC,4,9,0,8,1,8,7,1,cafe_noise,cooler,exam_crammer,2,veg,last_minute,8,medium,single,0,0,1,0,11,mechanical,sports,English
2813,male,1,Civil,23,7,1,10,0,4,4,3,silence,cooler,exam_crammer,5,non_veg,last_minute,2,high,single,0,0,0,0,9,ai_ml,cultural,Dont Care
2814,male,2,Metallurgy,1,10,1,5,9,9,6,5,light_music,cooler,regular,5,veg,early_planner,2,medium,committed,0,0,0,0,16,ai_ml,both,Multilingual
2815,female,3,AI,1,10,1,9,8,3,2,3,cafe_noise,fan,regular,5,non_veg,group_study,6,high,committed,1,0,0,1,16,software,both,Multilingual
2816,male,3,Civil,22,7,1,0,8,3,0,2,light_music,cooler,exam_crammer,4,veg,early_planner,3,medium,committed,0,0,0,0,13,management,both,Hindi
2817,male,3,AI,0,10,1,7,6,1,8,10,light_music,fan,exam_crammer,3,veg,early_planner,8,high,single,0,0,0,0,12,robotics,sports,Hindi
2818,female,4,AI,0,10,1,4,7,9,10,5,silence,cooler,night_before,8,veg,early_planner,7,medium,committed,0,0,1,0,16,management,sports,Multilingual
2819,female,1,AI,2,6,1,9,10,9,6,6,light_music,fan,regular,4,non_veg,early_planner,0,medium,single,0,0,0,0,11,mechanical,cultural,Telugu
2820,female,1,CSE,22,9,1,10,10,10,3,4,silence,cooler,night_before,2,non_veg,early_planner,4,high,committed,0,0,0,1,10,civil,both,Telugu
2821,male,1,ME,3,9,0,7,9,3,2,5,cafe_noise,fan,regular,1,non_veg,early_planner,7,high,committed,1,1,0,0,19,civil,cultural,Telugu
2822,male,2,Civil,4,7,1,5,7,6,2,9,light_music,cooler,night_before,0,non_veg,last_minute,9,medium,single,1,0,0,0,10,civil,sports,Dont Care
2823,female,4,ME,0,6,0,5,7,3,10,6,silence,cooler,regular,2,non_veg,group_study,10,low,single,1,0,0,1,8,ai_ml,cultural,Hindi
2824,female,1,ECE,1,10,1,0,6,3,2,9,silence,fan,exam_crammer,5,veg,group_study,8,medium,committed,1,0,0,1,10,civil,cultural,English
2825,female,2,ECE,3,9,1,10,9,1,7,8,silence,cooler,night_before,5,non_veg,last_minute,4,medium,committed,0,0,0,1,19,management,none,Hindi
2826,female,1,ME,1,8,0,7,6,7,8,0,light_music,cooler,regular,4,veg,last_minute,1,high,single,0,1,0,0,19,ai_ml,cultural,Dont Care
2827,female,1,Civil,3,8,1,1,9,3,2,1,light_music,cooler,night_before,8,veg,group_study,5,medium,single,1,0,0,0,17,ai_ml,none,Multilingual
2828,male,3,ECE,22,7,1,0,8,8,2,7,light_music,fan,night_before,4,non_veg,group_study,10,medium,single,0,0,0,0,19,management,both,Multilingual
2829,male,4,Others,1,7,0,4,9,3,0,9,silence,cooler,exam_crammer,4,veg,early_planner,6,high,single,0,1,1,0,12,electronics,none,Hindi
2830,female,3,MNC,2,6,1,3,10,9,7,2,light_music,fan,regular,2,veg,early_planner,4,high,single,0,0,0,0,14,management,sports,Multilingual
2831,male,4,AI,1,8,1,4,8,8,6,8,cafe_noise,fan,exam_crammer,3,veg,last_minute,0,medium,committed,0,0,0,1,14,ai_ml,sports,Multilingual
2832,male,4,Metallurgy,22,10,1,5,10,2,4,2,silence,fan,night_before,2,non_veg,early_planner,9,high,single,0,0,1,0,8,mechanical,cultural,Hindi
2833,female,1,EEE,0,10,0,3,10,4,7,10,silence,fan,regular,2,non_veg,group_study,10,high,committed,0,0,1,1,10,mechanical,none,Telugu
2834,female,2,AI,1,9,1,0,7,3,0,9,silence,cooler,exam_crammer,0,non_veg,group_study,5,medium,committed,0,0,0,1,8,software,cultural,Dont Care
2835,female,3,ECE,22,8,1,8,0,0,3,1,silence,cooler,regular,3,veg,group_study,2,medium,single,0,1,1,0,13,electronics,sports,Multilingual
2836,male,3,Others,1,9,1,5,9,6,5,4,light_music,fan,night_before,0,veg,early_planner,3,high,single,0,0,0,1,8,management,none,English
2837,male,4,Metallurgy,22,10,1,7,6,0,10,7,cafe_noise,fan,exam_crammer,1,non_veg,early_planner,2,medium,single,0,0,1,1,15,management,both,Multilingual
2838,female,4,EEE,22,6,1,4,2,10,5,10,cafe_noise,fan,regular,1,veg,group_study,6,low,single,1,0,1,1,19,civil,none,Dont Care
2839,male,3,CSE,23,8,1,0,0,9,7,6,silence,fan,night_before,1,non_veg,group_study,6,medium,committed,0,0,0,0,14,management,sports,Telugu
2840,male,2,AI,2,10,1,0,9,0,2,3,silence,cooler,night_before,5,veg,group_study,2,medium,single,0,0,1,0,17,robotics,both,Telugu
2841,female,4,Metallurgy,23,10,1,5,10,4,6,1,light_music,fan,night_before,4,non_veg,last_minute,0,medium,single,0,0,0,0,14,management,sports,Dont Care
2842,female,4,Others,0,9,0,1,6,6,10,5,silence,cooler,exam_crammer,5,non_veg,early_planner,8,medium,single,0,0,0,0,17,management,cultural,Multilingual
2843,female,1,Metallurgy,1,7,1,1,6,2,0,2,cafe_noise,cooler,night_before,4,non_veg,last_minute,3,high,committed,1,1,0,0,16,electronics,none,English
2844,female,3,Civil,1,6,1,8,4,4,6,2,silence,cooler,exam_crammer,3,veg,last_minute,4,medium,committed,0,0,0,1,14,software,cultural,Tamil
2845,male,4,CSE,0,7,0,1,8,9,5,4,cafe_noise,fan,night_before,6,veg,early_planner,0,medium,single,0,1,1,0,14,robotics,cultural,Multilingual
2846,female,1,Metallurgy,0,9,1,2,10,7,3,1,cafe_noise,fan,regular,6,non_veg,group_study,1,high,single,0,0,1,0,20,robotics,sports,Multilingual
2847,male,2,MNC,0,7,1,0,4,4,8,0,light_music,cooler,regular,4,non_veg,early_planner,9,medium,committed,0,0,0,0,8,software,none,Hindi
2848,female,3,EEE,4,7,0,7,7,9,8,9,silence,fan,night_before,7,non_veg,early_planner,8,low,single,0,1,1,0,17,electronics,sports,Tamil
2849,female,1,Civil,2,6,0,4,6,1,5,3,silence,fan,night_before,0,non_veg,last_minute,6,medium,single,0,0,0,0,20,mechanical,sports,Dont Care
2850,male,2,CSE,0,10,1,8,2,7,5,3,cafe_noise,cooler,exam_crammer,4,non_veg,group_study,8,high,single,0,0,0,0,18,software,both,English
2851,male,2,ME,22,7,0,9,3,6,9,0,silence,cooler,regular,5,non_veg,group_study,9,high,single,1,0,0,0,15,management,sports,English
2852,female,4,AI,4,9,0,0,8,4,1,0,light_music,fan,exam_crammer,0,non_veg,early_planner,4,medium,single,1,0,1,0,15,electronics,none,Tamil
2853,male,2,Metallurgy,2,8,0,9,9,1,6,4,cafe_noise,cooler,regular,4,non_veg,early_planner,9,medium,single,1,0,1,0,15,ai_ml,both,English
2854,female,3,ECE,3,7,0,8,7,10,4,3,silence,fan,regular,3,veg,last_minute,0,medium,committed,0,0,1,0,17,mechanical,none,Tamil
2855,female,3,CSE,1,6,0,3,8,3,3,0,cafe_noise,fan,night_before,4,veg,early_planner,10,medium,committed,0,1,0,0,8,electronics,cultural,Telugu
2856,male,3,Others,0,7,1,1,10,8,0,3,cafe_noise,fan,night_before,3,non_veg,early_planner,4,high,single,0,1,0,0,17,ai_ml,sports,Dont Care
2857,female,1,EEE,22,9,1,0,7,10,3,3,cafe_noise,fan,regular,5,veg,early_planner,0,high,single,0,0,0,0,14,robotics,sports,Dont Care
2858,male,2,CSE,3,10,1,7,10,10,10,10,cafe_noise,fan,exam_crammer,4,non_veg,early_planner,5,medium,single,0,1,0,0,17,robotics,none,Dont Care
2859,female,4,Others,0,9,1,4,10,0,1,1,silence,fan,exam_crammer,4,veg,group_study,2,high,committed,0,0,1,1,13,ai_ml,sports,English
2860,male,1,MNC,0,7,1,7,9,8,5,4,silence,fan,regular,0,veg,early_planner,6,medium,committed,0,0,1,0,15,civil,sports,Telugu
2861,female,2,ECE,23,8,1,7,10,0,4,4,light_music,cooler,night_before,7,veg,early_planner,4,low,single,0,0,1,0,15,software,both,English
2862,female,4,Others,1,8,0,10,9,5,8,0,light_music,fan,exam_crammer,7,veg,early_planner,7,medium,committed,0,0,1,0,11,electronics,none,Dont Care
2863,female,4,EEE,3,10,0,8,8,6,3,10,light_music,cooler,regular,5,non_veg,group_study,3,medium,committed,0,0,1,0,11,robotics,none,Hindi
2864,male,4,EEE,23,9,1,4,3,1,1,1,light_music,fan,night_before,0,non_veg,last_minute,9,medium,single,0,0,1,0,9,robotics,none,Tamil
2865,male,2,ECE,1,10,1,0,6,4,5,5,silence,fan,regular,3,veg,last_minute,8,medium,single,0,0,1,0,12,software,sports,Hindi
2866,female,1,MNC,2,9,1,4,6,0,0,2,silence,cooler,regular,2,non_veg,early_planner,1,low,single,1,1,0,1,9,mechanical,none,Tamil
2867,male,4,Metallurgy,22,9,0,6,0,0,7,0,silence,fan,regular,2,non_veg,group_study,9,high,single,0,0,0,0,11,mechanical,both,Telugu
2868,female,3,CSE,0,6,1,1,9,3,10,8,light_music,fan,night_before,5,non_veg,group_study,3,medium,committed,0,0,0,0,17,management,sports,Dont Care
2869,female,1,ECE,1,8,1,9,5,1,2,9,silence,cooler,night_before,2,veg,early_planner,9,medium,single,1,0,1,0,20,ai_ml,none,Multilingual
2870,male,2,ME,0,8,1,7,6,10,9,6,silence,cooler,night_before,1,non_veg,early_planner,9,low,committed,1,0,1,1,15,management,both,Multilingual
2871,male,1,ME,4,9,0,2,6,4,8,9,silence,cooler,exam_crammer,0,non_veg,last_minute,9,medium,committed,1,1,0,0,14,electronics,none,Tamil
